video_name,label,frames_with_detection,detection_rate,has_car,has_motorcycle,has_bus,has_backpack,has_handbag,has_suitcase,has_knife,has_laptop,has_cell phone,mean_confidence,mean_bbox_area,mean_movement,max_movement,mean_distance_from_center,large_person_ratio,high_confidence_ratio,avg_persons_per_frame,var_movement,var_bbox_area,var_confidence,var_persons_per_frame,max_persons_per_frame,max_bbox_area,min_bbox_area,max_confidence,min_confidence,extreme_movement_count,crowd_frames_count
18,anomaly,11,0.6875,0,0,0,0,0,0,0,0,0,0.7174283,9757.415,4.504603277553212,9.265554428100586,164.43233,0.3636363636363636,0.3636363636363636,1.0,9.05745426530306,3485404.8,0.017035061,0.0,1,13412.159,7044.3022,0.87087995,0.47328952,0,0
188,anomaly,21,0.1193181818181818,1,0,1,0,0,0,0,0,0,0.48626092,2085.3186,10.603876469390732,49.52350997924805,172.60266,0.0,0.0476190476190476,1.1904761904761905,197.02880450835048,4613844.0,0.030657127,0.1619047619047619,2,9094.699,304.13254,0.83652854,0.3019142,0,0
19,anomaly,58,0.90625,0,0,0,1,0,0,0,0,0,0.6044494,11096.602,50.667514066244,255.16049194335935,251.64694,0.4827586206896552,0.2068965517241379,2.103448275862069,3266.361917520586,34228744.0,0.03642394,0.6206896551724136,3,32601.74,1403.9094,0.8815177,0.3161601,26,0
196,anomaly,188,0.9947089947089948,0,0,0,0,1,0,0,0,0,0.63549775,2609.3533,59.9513722852348,223.7820587158203,221.215,0.0,0.1914893617021276,4.797872340425532,3964.714217408845,2437752.0,0.027564207,2.632722721583798,7,6834.532,616.5104,0.89764947,0.30453387,78,106
199,anomaly,820,1.0,0,0,0,0,0,1,0,0,0,0.5733277,2926.83,23.155778397918237,221.4229736328125,192.00214,0.0048780487804878,0.0024390243902439,5.451219512195122,1868.344425874461,1887834.0,0.024283824,2.0330265940022034,9,11056.393,445.4876,0.82794106,0.30163395,159,662
214,anomaly,219,0.9954545454545456,0,0,0,0,1,0,0,1,0,0.63327205,8611.819,41.5155263876534,277.1131896972656,170.9719,0.410958904109589,0.1917808219178082,2.3972602739726026,2387.842525459155,23862582.0,0.032821506,0.9286163126806588,6,20775.354,833.77783,0.8922202,0.30253515,83,6
226,anomaly,175,0.9776536312849162,0,0,0,0,0,0,0,0,0,0.5073644,16440.123,58.62645835442203,184.37289428710935,173.76024,0.6971428571428572,0.1085714285714285,2.7142857142857144,3049.339093440656,137808300.0,0.028777514,0.9064039408866996,4,60766.227,427.3881,0.8926252,0.30471763,86,0
240,anomaly,38,0.5205479452054794,0,1,0,0,0,0,0,0,0,0.51350003,5130.6636,23.241422860245954,204.9573974609375,210.00763,0.0789473684210526,0.0526315789473684,1.4736842105263157,1861.894120400011,14145865.0,0.027122542,0.418207681365576,3,19581.768,874.43353,0.83589745,0.30201203,6,0
252,anomaly,467,1.0,0,0,0,0,1,0,0,0,0,0.6215219,8075.9775,54.21175225117349,273.7777709960937,219.65659,0.3297644539614561,0.2205567451820128,4.0235546038543895,3022.3075167319325,24681756.0,0.03464909,1.2333495694369134,7,24654.488,842.3693,0.9322657,0.3014018,222,133
254,anomaly,243,0.9959016393442623,0,0,0,0,1,0,0,0,0,0.69038236,14583.86,43.87149303059243,239.6336975097656,169.76634,0.8683127572016461,0.411522633744856,2.9588477366255144,3166.0530494904715,17344506.0,0.030357717,1.5850763527531202,6,36967.22,4664.6743,0.9061665,0.30230254,74,26
261,anomaly,8,0.1025641025641025,1,0,0,0,0,0,0,0,0,0.4941188,2206.6038,9.182348251342772,73.45878601074219,257.66223,0.0,0.0,1.0,674.5241552715015,9400237.0,0.029641654,0.0,1,8166.772,445.52844,0.785384,0.3185467,1,0
275,anomaly,73,1.0,0,0,0,0,0,0,0,1,1,0.6064078,5414.4253,46.62330526460524,210.9458923339844,193.04626,0.1232876712328767,0.1506849315068493,2.068493150684932,3771.2803515065752,12014510.0,0.028330537,0.5924657534246576,4,11345.512,976.20605,0.86930996,0.31907505,25,0
277,anomaly,30,0.4411764705882353,0,1,0,0,0,0,0,0,0,0.45386913,925.1286,4.41637663692236,24.56293296813965,250.92862,0.0,0.0,1.4666666666666666,64.36818056275573,104717.09,0.010110364,0.2574712643678161,2,1426.2367,126.87752,0.654252,0.30568668,0,0
304,anomaly,501,0.992079207920792,1,0,0,0,0,1,0,0,0,0.5343924,6979.6636,62.32812746635038,279.4768981933594,229.9404,0.2115768463073852,0.0838323353293413,4.125748502994012,2630.538621205418,17753896.0,0.028194804,2.4381556886227544,8,24226.334,896.65076,0.89377683,0.30007026,271,178
306,anomaly,42,0.9333333333333332,0,0,0,0,0,0,0,0,0,0.58001846,10276.412,43.20980160576956,185.3210906982422,215.57985,0.3095238095238095,0.119047619047619,2.6666666666666665,2620.51992082584,69819720.0,0.029525092,1.4959349593495936,5,37396.336,425.64526,0.8333768,0.304715,16,5
317,anomaly,541,0.9818511796733213,1,0,1,0,0,0,0,0,0,0.6379933,1411.375,63.48952234329143,246.52154541015625,217.92915,0.0,0.1293900184842883,5.935304990757856,2900.0782209048757,1081207.4,0.024328984,4.453214212363934,10,5274.183,35.539383,0.8877892,0.30222353,277,434
339,anomaly,63,1.0,1,0,0,0,0,0,0,0,0,0.6486932,9198.813,37.34936950982563,241.38536071777344,260.89783,0.365079365079365,0.2698412698412698,2.3015873015873014,2223.7450621431685,63054810.0,0.030255772,0.2785458269329237,3,30231.523,325.72302,0.91790247,0.30055165,20,0
342,anomaly,74,0.7789473684210526,1,0,0,0,0,0,0,0,0,0.6467072,20737.537,26.423717343726672,194.53250122070312,215.80235,0.4864864864864865,0.3378378378378378,1.837837837837838,1726.0012310541376,779078600.0,0.04287214,0.4664938911514253,3,76114.24,223.47676,0.9437139,0.30329907,11,0
345,anomaly,55,0.8870967741935484,1,1,0,0,0,0,0,0,0,0.590199,3315.6392,35.289971975846726,152.5322265625,205.19438,0.0,0.0363636363636363,2.2,1570.444968110595,3025334.0,0.024077134,0.5333333333333333,3,6797.137,237.47894,0.8301727,0.3008567,16,0
35,anomaly,214,0.963963963963964,0,0,0,0,0,0,0,0,0,0.5675393,5158.27,67.57357922517673,304.71905517578125,245.84706,0.0700934579439252,0.1121495327102803,3.485981308411215,6113.012415032471,12555880.0,0.028617036,1.2462814268790314,5,14905.829,559.0578,0.8482079,0.30109724,97,40
367,anomaly,54,0.9310344827586208,1,0,0,0,1,1,0,0,0,0.56907016,7708.3877,29.56164622969097,124.02116394042967,204.19493,0.1851851851851851,0.1296296296296296,1.851851851851852,920.0889809733648,9132774.0,0.03412135,0.581411600279525,3,15991.68,706.25696,0.8478794,0.30536658,15,0
371,anomaly,36,0.9230769230769232,0,0,0,0,0,1,0,0,0,0.5140095,4347.207,79.7697935236825,269.7181701660156,219.5418,0.0833333333333333,0.0277777777777777,2.1666666666666665,7917.504142989856,15788492.0,0.021509973,0.657142857142857,3,15131.999,448.32895,0.8020395,0.3063046,17,0
372,anomaly,16,1.0,0,0,0,0,0,0,0,0,1,0.6464422,27573.44,19.36179774627089,177.41705322265625,215.15723,0.875,0.3125,2.75,1880.229835972002,447958140.0,0.039095916,1.0,4,65095.848,372.15268,0.8949391,0.32190198,1,0
391,anomaly,31,0.348314606741573,1,0,0,0,0,0,0,0,0,0.5391635,5121.3286,32.308390736579895,140.91371154785156,140.55365,0.0,0.1612903225806451,1.967741935483871,1313.5759590636058,3720952.0,0.04193008,0.6322580645161291,3,9356.641,3011.7222,0.83809716,0.3020116,9,0
398,anomaly,100,0.5813953488372093,1,1,0,0,0,0,0,0,0,0.5064887,1096.3733,14.901148370802405,99.54297637939452,196.95439,0.0,0.01,2.08,677.8962306037263,658059.7,0.018035868,2.57939393939394,7,3088.6423,90.02616,0.84616166,0.30014336,13,7
40,anomaly,18,0.4736842105263157,1,1,0,1,0,0,0,0,0,0.626202,2222.9363,4.843623830212487,27.84065818786621,237.83203,0.0,0.0,1.0,64.17180957395335,2090474.1,0.025394846,0.0,1,4979.88,452.03635,0.78760576,0.35685885,0,0
404,anomaly,121,0.3734567901234568,0,1,0,1,1,1,0,1,1,0.48490262,9373.708,46.60970146375254,223.3956451416016,234.46768,0.3057851239669421,0.0165289256198347,1.4297520661157024,5111.638899497468,55286090.0,0.017330142,0.397107438016529,3,64637.492,1022.0238,0.8624189,0.30189365,31,0
421,anomaly,13,0.65,0,0,0,0,0,0,0,0,0,0.45557812,7411.5303,25.054814943900475,115.45319366455078,196.12982,0.5384615384615384,0.0,1.3076923076923077,1869.2827649564897,26051552.0,0.018435212,0.2307692307692307,2,14971.359,1378.2349,0.77021164,0.31699553,3,0
43,anomaly,22,0.3235294117647059,1,0,0,0,0,0,0,0,0,0.5701756,234.95746,7.444518555294383,58.12494659423828,275.71106,0.0,0.1363636363636363,1.6363636363636365,175.26869078845544,76072.27,0.021476118,0.8138528138528139,3,1263.9321,63.309906,0.8678842,0.35740328,1,0
431,anomaly,46,0.8846153846153846,0,0,0,0,0,0,0,0,0,0.6417972,18509.074,39.32298538088799,204.7635803222656,193.17671,0.9565217391304348,0.1956521739130435,2.0434782608695654,2218.1392256910167,53716184.0,0.024830049,0.4869565217391304,3,41718.723,5005.454,0.8374995,0.3034164,15,0
458,anomaly,80,0.898876404494382,1,1,0,0,1,0,0,0,0,0.4345812,6806.754,40.21426470205188,278.6905212402344,116.236206,0.1875,0.025,2.025,3629.282548187358,15658522.0,0.015862627,0.5816455696202533,4,17737.748,196.24611,0.8425097,0.30397224,20,0
471,anomaly,40,0.8163265306122449,1,0,0,0,0,0,0,0,0,0.6025059,4640.411,23.94453085064888,115.0021743774414,290.18982,0.05,0.2,2.35,1065.9781658112263,9827423.0,0.03290568,3.0538461538461537,6,13205.385,713.1974,0.86537915,0.31418538,7,6
473,anomaly,14,0.9333333333333332,0,0,0,0,0,0,0,0,0,0.62833446,3962.5632,36.47035769053868,117.03766632080078,150.00356,0.0,0.2857142857142857,1.7142857142857142,1549.7448835115613,3257850.8,0.03238121,0.6813186813186812,3,6269.808,1188.0277,0.86743873,0.3173753,4,0
477,anomaly,22,1.0,0,0,0,0,0,0,0,0,0,0.6264876,10819.938,42.03681595758958,139.96095275878906,191.02171,0.4545454545454545,0.0909090909090909,2.8181818181818183,2213.7515061720883,8259928.5,0.018018922,0.1558441558441558,3,17320.256,7578.4146,0.8609617,0.3315877,8,0
482,anomaly,64,0.810126582278481,0,0,0,0,0,1,0,0,0,0.58408064,6713.653,22.13157215807587,149.71116638183594,268.0028,0.109375,0.15625,2.28125,884.7513662370983,6970972.5,0.034923892,1.1577380952380951,4,12519.205,980.1377,0.89023453,0.30169153,9,0
60,anomaly,71,0.7802197802197802,0,0,0,0,0,0,0,0,1,0.48202908,7130.992,22.01827454944732,130.20669555664062,160.95535,0.3098591549295774,0.0140845070422535,1.816901408450704,1227.568576751013,30527092.0,0.014297145,0.5802816901408451,3,26424.723,1583.137,0.82457495,0.30579817,12,0
81,anomaly,13,0.3823529411764705,1,0,0,0,0,0,0,0,0,0.5144197,5717.5815,22.120283933786247,162.71998596191406,261.39273,0.1538461538461538,0.0769230769230769,1.4615384615384617,2035.144529187587,10569749.0,0.026246587,0.2692307692307691,2,12023.737,1618.0405,0.8337945,0.31018564,1,0
92,anomaly,109,0.923728813559322,0,1,0,0,0,0,0,0,0,0.6684531,13170.265,27.070246126126804,203.80255126953125,225.1056,0.7706422018348624,0.3394495412844037,2.1743119266055047,1354.711681911536,25763168.0,0.035358395,0.9045191980971796,4,24644.184,2552.1638,0.9007885,0.30900756,23,0
96,anomaly,40,0.8888888888888888,1,1,0,0,0,0,0,0,0,0.70392644,7510.2915,41.815250128507614,227.8535919189453,199.04587,0.2,0.225,1.8,2253.124844773381,14104498.0,0.015256306,0.1641025641025641,2,15649.897,2967.2283,0.85260713,0.3232471,11,0
Normal_Videos_003_x264,normal,3,0.031578947368421,1,0,0,0,0,0,0,0,0,0.3910127,813.271,0.3520463307698567,1.0561389923095703,216.50325,0.0,0.0,1.0,0.3718098570255582,31271.033,0.0057313433,0.0,1,996.8976,644.1144,0.44233555,0.30406657,0,0
Normal_Videos_010_x264,normal,15,0.4166666666666667,0,0,0,0,0,0,0,0,0,0.6224153,4671.861,2.2462081452210745,10.201541900634766,188.3768,0.0,0.0,1.0,7.538394709555007,251960.36,0.021532599,0.0,1,5391.6714,4120.061,0.7885739,0.33370402,0,0
Normal_Videos_014_x264,normal,10,0.1923076923076923,0,0,0,0,0,0,0,0,0,0.5576912,4342.8936,6.536487555503845,26.908592224121094,96.81355,0.0,0.0,1.2,85.15787039270666,5281351.5,0.024180196,0.1777777777777778,2,9788.365,1684.598,0.79087085,0.38309395,0,0
Normal_Videos_015_x264,normal,10,0.5,0,0,0,0,0,0,0,0,0,0.51697487,1265.0414,12.794182205200196,40.101348876953125,197.88951,0.0,0.0,2.2,287.9074506636832,453711.56,0.017036747,2.4000000000000004,4,2172.1558,272.0776,0.7289743,0.34127432,0,0
Normal_Videos_018_x264,normal,43,0.8269230769230769,0,0,0,0,0,0,0,0,0,0.56949866,409.77185,27.72852399182874,209.28001403808597,179.98111,0.0,0.0697674418604651,1.6046511627906976,2255.954559473529,36583.176,0.029988727,0.3875968992248062,3,926.7916,75.83996,0.8564806,0.30545345,7,0
Normal_Videos_019_x264,normal,34,0.3269230769230769,0,0,0,1,0,0,0,0,0,0.63667935,2375.33,7.7578103310045075,42.63687133789063,187.7864,0.0,0.3235294117647059,1.588235294117647,197.6934259890027,413387.56,0.043672338,0.4313725490196078,3,3475.4058,1684.1735,0.9081966,0.32697788,0,0
Normal_Videos_024_x264,normal,242,0.9958847736625516,1,0,0,0,1,0,0,0,0,0.62100637,711.3801,87.04412230442871,299.6894226074219,232.41374,0.0,0.1074380165289256,8.49586776859504,7749.5904736012035,314417.2,0.023138275,7.794588662940227,13,3278.6562,73.86904,0.9033381,0.3012592,123,229
Normal_Videos_025_x264,normal,85,1.0,0,0,0,0,0,0,0,0,0,0.65723115,1874.4957,37.39105151624364,157.87066650390625,123.98162,0.0,0.2235294117647059,4.176470588235294,3589.0880652868445,1426568.2,0.032279048,0.5042016806722691,5,4332.651,44.91145,0.85717803,0.30450928,24,30
Normal_Videos_027_x264,normal,466,1.0,0,0,0,0,0,0,0,1,0,0.53605086,1835.9227,12.752985698438764,118.09015655517578,299.5845,0.0128755364806866,0.0214592274678111,3.0643776824034337,529.4682119731236,3098585.0,0.030510293,0.6238035903825744,5,13281.06,234.29866,0.9122091,0.30018467,50,15
Normal_Videos_033_x264,normal,53,0.654320987654321,1,1,1,0,0,0,0,0,0,0.6454389,1243.4814,20.4408302172175,105.51507568359376,230.45197,0.0,0.2830188679245283,1.9433962264150944,641.630222638567,2058807.8,0.035665028,0.1698113207547169,3,5342.684,104.03717,0.89000994,0.3151149,9,0
Normal_Videos_034_x264,normal,12,0.2553191489361702,1,1,1,0,0,0,0,0,0,0.61091423,876.1691,22.074167251586918,168.8086395263672,247.35577,0.0,0.0,1.5,2898.250876344837,558618.25,0.029769983,0.2727272727272727,2,2771.3933,259.8088,0.78956574,0.33627707,2,0
Normal_Videos_041_x264,normal,39,0.75,0,0,0,0,0,0,0,0,0,0.5662769,9487.211,34.31336944989669,172.3526611328125,172.17445,0.3333333333333333,0.1025641025641025,1.5128205128205128,2113.2081676907637,24393186.0,0.03001001,0.4143049932523618,3,22158.744,1675.1487,0.8608041,0.31412122,10,0
Normal_Videos_042_x264,normal,667,1.0,1,0,0,0,1,1,0,0,0,0.59852797,3111.404,80.56897809348632,264.5096740722656,179.73238,0.0,0.12143928035982,6.67616191904048,3476.7591817904176,2897145.5,0.028705882,1.949025487256372,10,9293.948,235.52391,0.91297156,0.30067667,415,622
Normal_Videos_048_x264,normal,279,1.0,0,0,0,0,0,0,0,1,0,0.600212,3415.784,64.01311481481679,249.91802978515625,219.71637,0.028673835125448,0.1111111111111111,5.164874551971326,6018.508995239727,7396776.0,0.027143829,0.929553131688198,7,10867.61,212.85674,0.8533406,0.30075866,118,196
Normal_Videos_050_x264,normal,1,0.0071428571428571,1,0,1,0,0,0,0,0,0,0.31729168,136.68376,0.0,0.0,326.5473,0.0,0.0,1.0,,,,,1,136.68376,136.68376,0.31729168,0.31729168,0,0
Normal_Videos_051_x264,normal,10,0.1265822784810126,1,0,0,0,0,0,0,0,0,0.42816472,404.95822,1.1656166907399892,11.51051425933838,182.88846,0.0,0.0,1.0,13.212570320333452,26050.95,0.022390159,0.0,1,677.357,118.00415,0.7389085,0.32197788,0,0
Normal_Videos_056_x264,normal,83,0.9540229885057472,0,0,0,0,0,0,0,0,0,0.61197674,2053.8032,28.436688905200327,182.83447265625,232.46219,0.0,0.0963855421686747,1.9156626506024097,1823.0920006747344,731532.94,0.018547961,0.4440199823684986,4,4633.6895,902.8086,0.87697476,0.30812073,21,0
Normal_Videos_059_x264,normal,51,0.7611940298507462,0,0,0,0,0,1,0,0,0,0.82275337,21172.33,18.02127893181408,127.88679504394533,185.56233,0.9019607843137256,0.803921568627451,1.196078431372549,697.6599739856108,67099610.0,0.01909166,0.1607843137254901,2,38517.984,7125.956,0.93386847,0.34837067,4,0
Normal_Videos_063_x264,normal,97,1.0,0,0,0,0,0,0,0,1,0,0.56601316,2328.904,65.77147167606145,222.97845458984372,207.38895,0.0,0.1237113402061855,8.29896907216495,2942.4722012707825,2089565.1,0.024184871,1.5451030927835052,10,6596.4214,708.2116,0.86888754,0.30128348,60,97
Normal_Videos_067_x264,normal,33,0.66,0,0,0,0,1,0,0,0,0,0.7544034,3839.9194,31.983704427878063,105.70293426513672,233.0686,0.0303030303030303,0.4545454545454545,2.272727272727273,1061.377059548986,10905105.0,0.023023007,1.3295454545454546,4,16864.596,530.50574,0.9129039,0.33115768,10,0
Normal_Videos_070_x264,normal,137,1.0,0,0,0,0,0,0,0,1,0,0.6155337,2207.3252,83.32138783898014,294.2032775878906,197.6153,0.0,0.2262773722627737,5.014598540145985,8429.73606348501,2563783.2,0.031892113,3.558608844997853,7,9323.546,230.42178,0.91996795,0.30876836,77,87
Normal_Videos_100_x264,normal,47,1.0,0,0,0,0,0,0,0,1,0,0.6894435,2398.633,42.58244731134557,243.86746215820312,230.88612,0.0,0.2340425531914893,2.7872340425531914,3195.7077421713684,1886053.6,0.0277416,1.4320074005550425,5,6570.4077,537.52716,0.9091916,0.31842747,14,5
Normal_Videos_129_x264,normal,121,1.0,1,0,0,1,1,0,0,0,0,0.59056085,667.0982,53.08405251837959,235.07913208007807,196.84938,0.0,0.0826446280991735,7.809917355371901,2483.896510457542,98566.23,0.025120052,1.955234159779614,10,1479.176,149.08327,0.8582171,0.30809316,59,121
Normal_Videos_150_x264,normal,129,1.0,0,0,0,1,0,1,0,0,0,0.6709706,3055.2551,42.490387010886224,164.91372680664062,200.64545,0.0620155038759689,0.3410852713178294,4.906976744186046,1574.3316174038348,13354903.0,0.03229973,1.960029069767442,7,22104.568,290.05197,0.9235094,0.31008416,44,80
Normal_Videos_168_x264,normal,58,0.7435897435897436,1,0,1,0,0,0,0,0,0,0.565424,415.35904,24.67533975634081,128.57388305664062,227.50395,0.0,0.0517241379310344,1.862068965517241,813.2505605991631,32196.855,0.022444563,0.7525710828796129,4,897.88275,141.5347,0.82268554,0.3099351,12,0
Normal_Videos_175_x264,normal,131,0.3887240356083086,0,1,0,0,0,0,0,0,0,0.46361724,1635.6476,14.798376949006364,106.02932739257812,290.65408,0.0,0.0534351145038167,1.748091603053435,626.9270715782555,982811.25,0.021048358,0.5591309453904872,4,4422.515,319.57507,0.8898714,0.30038056,15,0
Normal_Videos_182_x264,normal,368,1.0,0,0,0,0,1,0,0,0,0,0.6618799,3156.0088,24.36891605079164,212.39633178710935,204.98398,0.0108695652173913,0.421195652173913,2.9619565217391304,2357.2191851915595,6638200.5,0.043851763,0.7560419381589857,4,10668.055,197.6383,0.9147971,0.3029581,70,0
Normal_Videos_196_x264,normal,212,1.0,0,0,0,0,0,0,0,0,0,0.46767527,3789.839,39.29642065907916,166.71556091308594,226.6656,0.0,0.0,3.5283018867924527,1448.9069497049154,3695067.8,0.017216131,1.1224179558258072,6,9102.57,538.28723,0.78523916,0.30442098,68,31
Normal_Videos_203_x264,normal,80,0.7339449541284404,1,1,1,0,0,0,0,0,0,0.52653015,521.68396,19.841877233050763,157.1884307861328,240.83057,0.0,0.0625,1.65,1324.4422934118425,386527.9,0.025334261,0.4582278481012657,3,3293.2283,59.206566,0.903331,0.30003187,11,0
Normal_Videos_210_x264,normal,660,0.9969788519637462,1,1,1,0,0,0,0,0,0,0.55518764,945.8561,71.46042065545635,306.611572265625,159.46341,0.0,0.1681818181818181,4.430303030303031,5837.4880226459545,530125.56,0.036874484,2.940506736561365,10,2639.0847,70.98827,0.8976078,0.30031097,320,325
Normal_Videos_217_x264,normal,40,0.5633802816901409,1,0,0,1,0,0,0,0,0,0.6683806,2500.933,16.74476062357426,100.0288314819336,185.64043,0.05,0.325,1.5,572.3082749318027,9938698.0,0.034615092,0.2564102564102564,2,12208.962,403.2437,0.906631,0.34309012,4,0
Normal_Videos_224_x264,normal,428,0.9553571428571428,0,1,0,0,0,0,0,0,0,0.52171296,1839.4606,56.44433323962387,305.2323913574219,240.5829,0.0,0.0514018691588785,2.621495327102804,6811.62039212852,2015700.9,0.025133584,1.5894197728118369,6,8542.545,152.83014,0.9054769,0.30000708,156,41
Normal_Videos_246_x264,normal,382,0.9820051413881749,1,1,0,0,0,1,0,0,0,0.5977697,3319.9507,47.67958771378407,282.9495544433594,216.89532,0.0026178010471204,0.1361256544502617,2.701570680628272,3953.696170282239,2501156.2,0.02694895,0.8188426708441549,5,10271.652,357.93207,0.90573514,0.302157,130,10
Normal_Videos_247_x264,normal,46,0.1666666666666666,0,0,0,0,0,0,0,0,0,0.50182265,4108.564,8.9341350171877,86.16378021240234,161.32657,0.0,0.0,1.0869565217391304,506.59329904253485,939882.4,0.011784811,0.081159420289855,2,6558.971,1450.6552,0.7046001,0.30075905,5,0
Normal_Videos_248_x264,normal,108,0.9152542372881356,1,0,0,0,0,1,0,0,0,0.6532066,1154.4404,43.45850286218855,179.54461669921875,198.81903,0.0,0.1388888888888889,5.351851851851852,1804.5345123805075,407704.6,0.02246441,5.1273797161647625,9,3209.1653,75.873024,0.8803513,0.30481306,36,76
Normal_Videos_251_x264,normal,15,0.8823529411764706,1,0,0,0,0,0,0,0,0,0.61898017,5372.679,18.811038168271384,118.09455108642578,165.381,0.2,0.2666666666666666,1.4,1308.689641814207,51344550.0,0.044744205,0.2571428571428572,2,24551.9,277.1342,0.8694321,0.30548456,3,0
Normal_Videos_289_x264,normal,186,1.0,0,0,0,0,0,0,0,0,0,0.44546196,1576.3606,73.69713641094265,207.82009887695312,221.45447,0.0,0.0,6.795698924731183,2864.303874462015,1651177.1,0.0133220125,2.37965707643127,10,5148.5894,324.86136,0.72960544,0.30032855,119,179
Normal_Videos_310_x264,normal,827,1.0,0,0,0,0,0,0,0,0,0,0.5843943,809.6294,83.86808816744454,296.00994873046875,172.23582,0.0,0.1124546553808948,10.288996372430471,4898.477915280208,407304.7,0.027802289,4.578607587153894,17,4266.5884,88.86279,0.8901137,0.30007082,488,827
Normal_Videos_312_x264,normal,56,0.875,0,0,1,0,1,0,0,0,0,0.8008013,6238.7803,30.802712942074454,203.35153198242188,200.83629,0.0892857142857142,0.7321428571428571,1.8571428571428568,2117.996960394785,8149734.5,0.025065104,0.4519480519480519,3,12221.927,188.22249,0.9174984,0.32076895,13,0
Normal_Videos_317_x264,normal,31,0.8611111111111112,0,0,0,0,0,0,0,0,0,0.78938746,7708.3228,5.623754463368846,33.9856071472168,145.00964,0.0967741935483871,0.8064516129032258,1.3225806451612905,60.68277097334137,12419498.0,0.033440564,0.2258064516129032,2,14933.815,659.7369,0.92816865,0.3148205,0,0
Normal_Videos_345_x264,normal,16,1.0,0,0,0,0,0,0,0,1,0,0.81236744,1839.5662,11.49144108965993,45.98476409912109,255.07025,0.0,0.6875,2.0,365.65064280075336,535289.5,0.0011252331,0.0,2,2845.5374,966.8083,0.8447193,0.7338816,0,0
Normal_Videos_352_x264,normal,60,0.3174603174603174,1,0,0,0,0,0,0,0,0,0.615085,880.1114,13.385704193015894,148.5076904296875,200.63113,0.0,0.3,1.2666666666666666,700.5349146533224,194279.27,0.041854575,0.1988700564971752,2,2141.3499,131.84999,0.85998493,0.30010262,7,0
